Date,State,TotalSamples,Negative,Positive
4/11/2021,Assam,7521991,,
4/12/2021,Assam,7624173,,
4/13/2021,Assam,7683483,,
4/14/2021,Assam,7713548,,
4/15/2021,Assam,7731871,,
4/16/2021,Assam,7764292,,
4/17/2021,Assam,7807560,,
4/18/2021,Assam,7830860,,
4/19/2021,Assam,7896270,,
4/20/2021,Assam,7963421,,
4/21/2021,Assam,8025528,,
4/22/2021,Assam,8098956,,
4/23/2021,Assam,8171361,,
4/24/2021,Assam,8240455,,
4/25/2021,Assam,8274129,,
4/26/2021,Assam,8347310,,
4/27/2021,Assam,8409938,,
4/28/2021,Assam,8465418,,
4/29/2021,Assam,8532696,,
4/30/2021,Assam,8604935,,
5/1/2021,Assam,8658937,,
5/2/2021,Assam,8682755,,
5/3/2021,Assam,8738694,,
5/4/2021,Assam,8793697,,
5/5/2021,Assam,8845771,,
5/6/2021,Assam,8907148,,
5/7/2021,Assam,8975466,,
5/8/2021,Assam,9040606,,
5/9/2021,Assam,9076741,,
5/10/2021,Assam,9148938,,
5/11/2021,Assam,9217510,,
5/12/2021,Assam,9281466,,
5/13/2021,Assam,9341060,,
5/14/2021,Assam,9385117,,
5/15/2021,Assam,9449818,,
5/16/2021,Assam,9492702,,
5/17/2021,Assam,9584183,,
5/18/2021,Assam,9674434,,
5/19/2021,Assam,9776474,,
5/20/2021,Assam,9879158,,
5/21/2021,Assam,9982316,,
5/22/2021,Assam,10089714,,
5/23/2021,Assam,10152436,,
5/24/2021,Assam,10273104,,
5/25/2021,Assam,10387419,,
5/26/2021,Assam,10503538,,
5/27/2021,Assam,10622979,,
5/28/2021,Assam,10745956,,
5/29/2021,Assam,10862518,,
5/30/2021,Assam,10934116,,
5/31/2021,Assam,11045702,,
6/1/2021,Assam,11161215,,
6/2/2021,Assam,11264137,,
6/3/2021,Assam,11371212,,
6/4/2021,Assam,11494805,,
6/5/2021,Assam,11610773,,
6/6/2021,Assam,11684421,,
6/7/2021,Assam,11808737,,
6/8/2021,Assam,11941949,,
6/9/2021,Assam,12057755,,
6/10/2021,Assam,12180068,,
6/11/2021,Assam,12349596,,
6/12/2021,Assam,12511492,,
6/13/2021,Assam,12611947,,
6/14/2021,Assam,12757993,,
6/15/2021,Assam,12890922,,
6/16/2021,Assam,13020975,,
6/17/2021,Assam,13175239,,
6/18/2021,Assam,13347159,,
6/19/2021,Assam,13508579,,
6/20/2021,Assam,13586629,,
6/21/2021,Assam,13757485,,
6/22/2021,Assam,13910205,,
6/23/2021,Assam,14076432,,
6/24/2021,Assam,14200451,,
6/25/2021,Assam,14339556,,
6/26/2021,Assam,14467443,,
6/27/2021,Assam,14522574,,
6/28/2021,Assam,14656117,,
6/29/2021,Assam,14757339,,
6/30/2021,Assam,14848791,,
7/1/2021,Assam,14986456,,
7/2/2021,Assam,15140437,,
7/3/2021,Assam,15274522,,
7/4/2021,Assam,15328370,,
7/5/2021,Assam,15444912,,
7/6/2021,Assam,15545174,,
7/7/2021,Assam,15646903,,
7/8/2021,Assam,15753663,,
7/9/2021,Assam,15870750,,
7/10/2021,Assam,16004058,,
7/11/2021,Assam,16101315,,
7/12/2021,Assam,16269676,,
7/13/2021,Assam,16394057,,
7/14/2021,Assam,16526614,,
7/15/2021,Assam,16647522,,
7/16/2021,Assam,16775012,,
7/17/2021,Assam,16908772,,
7/18/2021,Assam,16980318,,
7/19/2021,Assam,17133089,,
7/20/2021,Assam,17275106,,
7/21/2021,Assam,17349220,,
7/22/2021,Assam,17508765,,
7/23/2021,Assam,17655940,,
7/24/2021,Assam,17774829,,
7/25/2021,Assam,17848336,,
7/26/2021,Assam,18015182,,
7/27/2021,Assam,18170677,,
7/28/2021,Assam,18283009,,
7/29/2021,Assam,18411693,,
7/30/2021,Assam,18523825,,
7/31/2021,Assam,18631110,,
8/1/2021,Assam,18722233,,
8/2/2021,Assam,18898430,,
8/3/2021,Assam,19052532,,
8/4/2021,Assam,19171720,,
8/5/2021,Assam,19303582,,
8/6/2021,Assam,19418631,,
8/7/2021,Assam,19537533,,
8/8/2021,Assam,19596261,,
8/9/2021,Assam,19736715,,
8/10/2021,Assam,19850867,,
4/5/2020,Bihar,3037,2299,32
4/8/2020,Bihar,4596,,38
4/9/2020,Bihar,4991,,43
4/10/2020,Bihar,5457,,60
4/11/2020,Bihar,6250,,61
4/12/2020,Bihar,6703,,64
4/13/2020,Bihar,7263,,65
4/14/2020,Bihar,7727,,62
4/15/2020,Bihar,8263,,66
4/16/2020,Bihar,8846,,72
4/17/2020,Bihar,9486,,83
4/18/2020,Bihar,10130,,85
4/19/2020,Bihar,10745,,92
4/20/2020,Bihar,11319,,96
4/21/2020,Bihar,11999,,115
4/22/2020,Bihar,12978,,136
4/23/2020,Bihar,13785,,148
4/24/2020,Bihar,14924,,176
4/25/2020,Bihar,15885,,238
4/26/2020,Bihar,17041,,255
4/27/2020,Bihar,18179,,328
4/28/2020,Bihar,19790,,346
4/29/2020,Bihar,21180,,383
4/30/2020,Bihar,22672,,409
5/1/2020,Bihar,24118,,466
5/2/2020,Bihar,25724,,476
5/3/2020,Bihar,26951,,485
5/4/2020,Bihar,28345,,525
5/5/2020,Bihar,28791,,529
5/6/2020,Bihar,29328,,539
5/7/2020,Bihar,29841,,547
5/8/2020,Bihar,30320,,564
5/9/2020,Bihar,31552,,585
5/10/2020,Bihar,32670,,653
5/11/2020,Bihar,34662,,714
5/12/2020,Bihar,37430,,796
5/13/2020,Bihar,39149,,909
5/14/2020,Bihar,40782,,970
5/15/2020,Bihar,42645,,1010
5/16/2020,Bihar,44340,,1083
5/17/2020,Bihar,45729,,1193
5/18/2020,Bihar,46996,,1391
5/19/2020,Bihar,50563,,1495
5/20/2020,Bihar,53361,,1607
5/21/2020,Bihar,55692,,1881
5/22/2020,Bihar,58481,,2098
5/23/2020,Bihar,61220,,2344
5/24/2020,Bihar,63741,,2507
5/27/2020,Bihar,68262,,3010
5/28/2020,Bihar,70275,,3106
5/29/2020,Bihar,72256,,3276
5/30/2020,Bihar,73929,,3511
5/31/2020,Bihar,75737,,3692
6/1/2020,Bihar,78090,,3872
6/2/2020,Bihar,81413,,4049
6/3/2020,Bihar,84729,,4273
6/4/2020,Bihar,88313,,4420
6/5/2020,Bihar,91903,,4551
6/6/2020,Bihar,95473,,4745
6/7/2020,Bihar,99108,,4972
6/8/2020,Bihar,102318,,5176
6/9/2020,Bihar,105588,,5364
6/10/2020,Bihar,109483,,5583
6/11/2020,Bihar,113225,,5807
6/12/2020,Bihar,116671,,6043
6/13/2020,Bihar,120086,,6183
6/14/2020,Bihar,123629,,6355
6/15/2020,Bihar,127126,,6581
6/16/2020,Bihar,130783,,6736
6/17/2020,Bihar,134402,,6889
6/18/2020,Bihar,139584,,6993
6/19/2020,Bihar,145562,,7178
6/20/2020,Bihar,151148,,7380
6/21/2020,Bihar,156926,,7602
6/22/2020,Bihar,163476,,7808
6/23/2020,Bihar,169401,,7974
6/24/2020,Bihar,175103,,8180
6/25/2020,Bihar,181737,,8381
6/26/2020,Bihar,189643,,8611
6/27/2020,Bihar,198385,,8859
6/28/2020,Bihar,205832,,9117
6/29/2020,Bihar,212659,,9506
6/30/2020,Bihar,220890,,9744
7/1/2020,Bihar,228689,,10075
7/2/2020,Bihar,235980,,10392
7/3/2020,Bihar,243167,,10911
7/4/2020,Bihar,251097,,11457
7/5/2020,Bihar,257896,,11860
7/6/2020,Bihar,264109,,12140
7/7/2020,Bihar,269277,,12525
7/8/2020,Bihar,275554,,13274
7/9/2020,Bihar,284059,,13978
7/10/2020,Bihar,291654,,14330
7/11/2020,Bihar,300762,,15039
7/12/2020,Bihar,310013,,16305
7/13/2020,Bihar,319142,,17421
7/14/2020,Bihar,329160,,18853
7/15/2020,Bihar,337212,,20173
7/16/2020,Bihar,347457,,21558
7/17/2020,Bihar,357730,,23300
7/18/2020,Bihar,368232,,24967
7/19/2020,Bihar,378508,,26379
7/20/2020,Bihar,388626,,27455
7/21/2020,Bihar,398929,,28564
7/22/2020,Bihar,409088,,30066
7/23/2020,Bihar,419208,,31691
7/24/2020,Bihar,429664,,33511
7/25/2020,Bihar,442125,,36314
7/26/2020,Bihar,456324,,38919
7/27/2020,Bihar,470560,,41111
7/28/2020,Bihar,486835,,43591
7/29/2020,Bihar,504629,,45919
7/30/2020,Bihar,525430,,48001
7/31/2020,Bihar,548172,,50987
8/1/2020,Bihar,576796,,54508
8/2/2020,Bihar,612415,,57270
8/3/2020,Bihar,648939,,59567
8/4/2020,Bihar,687154,,62301
8/5/2020,Bihar,739078,,64732
8/6/2020,Bihar,799332,,68148
8/7/2020,Bihar,870852,,71794
8/8/2020,Bihar,946278,,75786
8/9/2020,Bihar,1021906,,79720
8/10/2020,Bihar,1097252,,82741
8/11/2020,Bihar,1180566,,86812
8/12/2020,Bihar,1272980,,90553
8/13/2020,Bihar,1377432,,
8/14/2020,Bihar,1498752,,
8/15/2020,Bihar,1612250,,
8/16/2020,Bihar,1679462,,
8/17/2020,Bihar,1787189,,
8/18/2020,Bihar,1899970,,
8/19/2020,Bihar,2008149,,
8/20/2020,Bihar,2116094,,
8/21/2020,Bihar,2228516,,
8/22/2020,Bihar,2331461,,
8/23/2020,Bihar,2432497,,
8/24/2020,Bihar,2494712,,
8/25/2020,Bihar,2570097,,
8/26/2020,Bihar,2672687,,
8/27/2020,Bihar,2777160,,
8/28/2020,Bihar,2882926,,
8/29/2020,Bihar,2989407,,
8/30/2020,Bihar,3097137,,
8/31/2020,Bihar,3187161,,
9/1/2020,Bihar,3302720,,
9/2/2020,Bihar,3430124,,
9/3/2020,Bihar,3571055,,
9/4/2020,Bihar,3721250,,
9/5/2020,Bihar,3871733,,
9/6/2020,Bihar,4022766,,
9/7/2020,Bihar,4175922,,
9/8/2020,Bihar,4328593,,
9/9/2020,Bihar,4450714,,
9/10/2020,Bihar,4562913,,
9/11/2020,Bihar,4667987,,
9/12/2020,Bihar,4773917,,
9/13/2020,Bihar,4884417,,
9/14/2020,Bihar,4986747,,
9/15/2020,Bihar,5094239,,
9/16/2020,Bihar,5202209,,
9/17/2020,Bihar,5307337,,
9/18/2020,Bihar,5399493,,
9/19/2020,Bihar,5523825,,
9/20/2020,Bihar,5700336,,
9/21/2020,Bihar,5873939,,
9/22/2020,Bihar,6068027,,
9/23/2020,Bihar,6243612,,
9/24/2020,Bihar,6414658,,
9/25/2020,Bihar,6579427,,
9/26/2020,Bihar,6730100,,
9/27/2020,Bihar,6869768,,
9/28/2020,Bihar,6990232,,
9/29/2020,Bihar,7134767,,
9/30/2020,Bihar,7266150,,
10/1/2020,Bihar,7386521,,
10/2/2020,Bihar,7506649,,
10/3/2020,Bihar,7593645,,
10/4/2020,Bihar,7701839,,
10/5/2020,Bihar,7789608,,
10/6/2020,Bihar,7893739,,
10/7/2020,Bihar,7995594,,
10/8/2020,Bihar,8100131,,
10/9/2020,Bihar,8199627,,
10/10/2020,Bihar,8306444,,
10/11/2020,Bihar,8403189,,
10/12/2020,Bihar,8478692,,
10/13/2020,Bihar,8572837,,
10/14/2020,Bihar,8669522,,
10/15/2020,Bihar,8777607,,
10/16/2020,Bihar,8894758,,
10/17/2020,Bihar,9015471,,
10/18/2020,Bihar,9134927,,
10/19/2020,Bihar,9248652,,
10/20/2020,Bihar,9389946,,
10/21/2020,Bihar,9531168,,
10/22/2020,Bihar,9676330,,
10/23/2020,Bihar,9818199,,
10/24/2020,Bihar,9960104,,
10/25/2020,Bihar,10099322,,
10/26/2020,Bihar,10223823,,
10/27/2020,Bihar,10358361,,
10/28/2020,Bihar,10498813,,
10/29/2020,Bihar,10630170,,
10/30/2020,Bihar,10776083,,
10/31/2020,Bihar,10923023,,
11/1/2020,Bihar,11066634,,
11/2/2020,Bihar,11192201,,
11/3/2020,Bihar,11335843,,
11/4/2020,Bihar,11462665,,
11/5/2020,Bihar,11601204,,
11/6/2020,Bihar,11738124,,
11/7/2020,Bihar,11867267,,
11/8/2020,Bihar,11989797,,
11/9/2020,Bihar,12105731,,
11/10/2020,Bihar,12244081,,
11/11/2020,Bihar,12374768,,
11/12/2020,Bihar,12510088,,
11/13/2020,Bihar,12645695,,
11/14/2020,Bihar,12772706,,
11/15/2020,Bihar,12869405,,
11/16/2020,Bihar,12977501,,
11/17/2020,Bihar,13103152,,
11/18/2020,Bihar,13232081,,
11/19/2020,Bihar,13349790,,
11/20/2020,Bihar,13458368,,
11/21/2020,Bihar,13543542,,
11/22/2020,Bihar,13637477,,
11/23/2020,Bihar,13743532,,
11/24/2020,Bihar,13871236,,
11/25/2020,Bihar,14002979,,
11/26/2020,Bihar,14138915,,
11/27/2020,Bihar,14275274,,
11/28/2020,Bihar,14412044,,
11/29/2020,Bihar,14547988,,
11/30/2020,Bihar,14664431,,
12/1/2020,Bihar,14794415,,
12/2/2020,Bihar,14921021,,
12/3/2020,Bihar,15047551,,
12/4/2020,Bihar,15174056,,
12/5/2020,Bihar,15302698,,
12/6/2020,Bihar,15428602,,
12/7/2020,Bihar,15539015,,
12/8/2020,Bihar,15664718,,
12/9/2020,Bihar,15782581,,
12/10/2020,Bihar,15908787,,
12/11/2020,Bihar,16033415,,
12/12/2020,Bihar,16154121,,
12/13/2020,Bihar,16274624,,
12/14/2020,Bihar,16383883,,
12/15/2020,Bihar,16507066,,
12/16/2020,Bihar,16629179,,
12/17/2020,Bihar,16751770,,
12/18/2020,Bihar,16874214,,
12/19/2020,Bihar,16995748,,
12/20/2020,Bihar,17114663,,
12/21/2020,Bihar,17217553,,
12/22/2020,Bihar,17336868,,
12/23/2020,Bihar,17453751,,
12/24/2020,Bihar,17571979,,
12/25/2020,Bihar,17685756,,
12/26/2020,Bihar,17787811,,
12/27/2020,Bihar,17902025,,
12/28/2020,Bihar,17999839,,
12/29/2020,Bihar,18114647,,
12/30/2020,Bihar,18227119,,
12/31/2020,Bihar,18336722,,
1/1/2021,Bihar,18442165,,
1/2/2021,Bihar,18526245,,
1/3/2021,Bihar,18620805,,
1/4/2021,Bihar,18702664,,
1/5/2021,Bihar,18797683,,
1/6/2021,Bihar,18892926,,
1/7/2021,Bihar,18991011,,
1/8/2021,Bihar,19082418,,
1/9/2021,Bihar,19180737,,
1/10/2021,Bihar,19281224,,
1/11/2021,Bihar,19361524,,
1/12/2021,Bihar,19456871,,
1/13/2021,Bihar,19552000,,
1/14/2021,Bihar,19646625,,
1/15/2021,Bihar,19731328,,
1/16/2021,Bihar,19818150,,
1/17/2021,Bihar,19901779,,
1/18/2021,Bihar,19975038,,
1/19/2021,Bihar,20063688,,
1/20/2021,Bihar,20151380,,
1/21/2021,Bihar,20237577,,
1/22/2021,Bihar,20324919,,
1/23/2021,Bihar,20408181,,
1/24/2021,Bihar,20491088,,
1/25/2021,Bihar,20560357,,
1/26/2021,Bihar,20701517,,
1/27/2021,Bihar,20770786,,
1/28/2021,Bihar,20782818,,
1/29/2021,Bihar,20864841,,
1/30/2021,Bihar,20946382,,
1/31/2021,Bihar,21021650,,
2/1/2021,Bihar,21086973,,
2/2/2021,Bihar,21160236,,
2/3/2021,Bihar,21235979,,
2/4/2021,Bihar,21309467,,
2/5/2021,Bihar,21383874,,
2/6/2021,Bihar,21458338,,
2/7/2021,Bihar,21530827,,
2/8/2021,Bihar,21591296,,
2/9/2021,Bihar,21664852,,
2/10/2021,Bihar,21741730,,
2/11/2021,Bihar,21812681,,
2/12/2021,Bihar,21877920,,
2/13/2021,Bihar,21940459,,
2/14/2021,Bihar,21987741,,
2/15/2021,Bihar,22018681,,
2/16/2021,Bihar,22055937,,
2/17/2021,Bihar,22086083,,
2/18/2021,Bihar,22121258,,
2/19/2021,Bihar,22155721,,
2/20/2021,Bihar,22187704,,
2/21/2021,Bihar,22219581,,
2/22/2021,Bihar,22241341,,
2/23/2021,Bihar,22274557,,
2/24/2021,Bihar,22306633,,
2/25/2021,Bihar,22339594,,
2/26/2021,Bihar,22371889,,
2/27/2021,Bihar,22403554,,
2/28/2021,Bihar,22434044,,
3/1/2021,Bihar,22456253,,
3/2/2021,Bihar,22491500,,
3/3/2021,Bihar,22525216,,
3/4/2021,Bihar,22559016,,
3/5/2021,Bihar,22594432,,
3/6/2021,Bihar,22623383,,
3/7/2021,Bihar,22647925,,
3/8/2021,Bihar,22662545,,
3/9/2021,Bihar,22681679,,
3/10/2021,Bihar,22706935,,
3/11/2021,Bihar,22730162,,
3/12/2021,Bihar,22752418,,
3/13/2021,Bihar,22785366,,
3/14/2021,Bihar,22825493,,
3/15/2021,Bihar,22858540,,
3/16/2021,Bihar,22899132,,
3/17/2021,Bihar,22943812,,
3/18/2021,Bihar,23002888,,
3/19/2021,Bihar,23058747,,
3/20/2021,Bihar,23114123,,
3/21/2021,Bihar,23167654,,
3/22/2021,Bihar,23211498,,
3/23/2021,Bihar,23266156,,
3/24/2021,Bihar,23322388,,
3/25/2021,Bihar,23375172,,
3/26/2021,Bihar,23426834,,
3/27/2021,Bihar,23485865,,
3/28/2021,Bihar,23550969,,
3/29/2021,Bihar,23621031,,
3/30/2021,Bihar,23650955,,
3/31/2021,Bihar,23701470,,
4/1/2021,Bihar,23761732,,
4/2/2021,Bihar,23825578,,
4/3/2021,Bihar,23889560,,
4/4/2021,Bihar,23956593,,
4/5/2021,Bihar,24029011,,
4/6/2021,Bihar,24110325,,
4/7/2021,Bihar,24195375,,
4/8/2021,Bihar,24285079,,
4/9/2021,Bihar,24375830,,
4/10/2021,Bihar,24470942,,
4/11/2021,Bihar,24569965,,
4/12/2021,Bihar,24649983,,
4/13/2021,Bihar,24743506,,
4/14/2021,Bihar,24843640,,
4/15/2021,Bihar,24944876,,
4/16/2021,Bihar,25045280,,
4/17/2021,Bihar,25145835,,
4/18/2021,Bihar,25246439,,
4/19/2021,Bihar,25329800,,
4/20/2021,Bihar,25435956,,
4/21/2021,Bihar,25541936,,
4/22/2021,Bihar,25642999,,
4/23/2021,Bihar,25751146,,
4/24/2021,Bihar,25852574,,
4/25/2021,Bihar,25953065,,
4/26/2021,Bihar,26033526,,
4/27/2021,Bihar,26133854,,
4/28/2021,Bihar,26237749,,
4/29/2021,Bihar,26335721,,
4/30/2021,Bihar,26433890,,
5/1/2021,Bihar,26529576,,
5/2/2021,Bihar,26618969,,
5/3/2021,Bihar,26691627,,
5/4/2021,Bihar,26786518,,
5/5/2021,Bihar,26881766,,
5/6/2021,Bihar,26986790,,
5/7/2021,Bihar,27093943,,
5/8/2021,Bihar,27201953,,
5/9/2021,Bihar,27311143,,
5/10/2021,Bihar,27411255,,
5/11/2021,Bihar,27521326,,
5/12/2021,Bihar,27633066,,
5/13/2021,Bihar,27730730,,
5/14/2021,Bihar,27839046,,
5/15/2021,Bihar,27949218,,
5/16/2021,Bihar,28069489,,
5/17/2021,Bihar,28194831,,
5/18/2021,Bihar,28329961,,
5/19/2021,Bihar,28470063,,
5/20/2021,Bihar,28610133,,
5/21/2021,Bihar,28735144,,
5/22/2021,Bihar,28875658,,
5/23/2021,Bihar,29008248,,
5/24/2021,Bihar,29136281,,
5/25/2021,Bihar,29280386,,
5/26/2021,Bihar,29412302,,
5/27/2021,Bihar,29534428,,
5/28/2021,Bihar,29626601,,
5/29/2021,Bihar,29709069,,
5/30/2021,Bihar,29809563,,
5/31/2021,Bihar,29910596,,
6/1/2021,Bihar,30018943,,
6/2/2021,Bihar,30128262,,
6/3/2021,Bihar,30236914,,
6/4/2021,Bihar,30350360,,
6/5/2021,Bihar,30464240,,
6/6/2021,Bihar,30573173,,
6/7/2021,Bihar,30673286,,
6/8/2021,Bihar,30776332,,
6/9/2021,Bihar,30876528,,
6/10/2021,Bihar,30983011,,
6/11/2021,Bihar,31093130,,
6/12/2021,Bihar,31213153,,
6/13/2021,Bihar,31323190,,
6/14/2021,Bihar,31429415,,
6/15/2021,Bihar,31544695,,
6/16/2021,Bihar,31656514,,
6/17/2021,Bihar,31770039,,
6/18/2021,Bihar,31880647,,
6/19/2021,Bihar,31990597,,
6/20/2021,Bihar,32097259,,
6/21/2021,Bihar,32183413,,
6/22/2021,Bihar,32290057,,
6/23/2021,Bihar,32396709,,
6/24/2021,Bihar,32503876,,
6/25/2021,Bihar,32612574,,
6/26/2021,Bihar,32715648,,
6/27/2021,Bihar,32815669,,
6/28/2021,Bihar,32900668,,
6/29/2021,Bihar,33001019,,
6/30/2021,Bihar,33206104,,
7/1/2021,Bihar,33334290,,
7/2/2021,Bihar,33456334,,
7/3/2021,Bihar,33567148,,
7/4/2021,Bihar,33676783,,
7/5/2021,Bihar,33768662,,
7/6/2021,Bihar,33875754,,
7/7/2021,Bihar,34000869,,
7/8/2021,Bihar,34131349,,
7/9/2021,Bihar,34260265,,
7/10/2021,Bihar,34391349,,
7/11/2021,Bihar,34515417,,
7/12/2021,Bihar,34617500,,
7/13/2021,Bihar,34739596,,
7/14/2021,Bihar,34862415,,
7/15/2021,Bihar,34982491,,
7/16/2021,Bihar,35117677,,
7/17/2021,Bihar,35250772,,
7/18/2021,Bihar,35390961,,
7/19/2021,Bihar,35521655,,
7/20/2021,Bihar,35662350,,
7/21/2021,Bihar,35822477,,
7/22/2021,Bihar,35977625,,
7/23/2021,Bihar,36144297,,
7/24/2021,Bihar,36305828,,
7/25/2021,Bihar,36468100,,
7/26/2021,Bihar,36589389,,
7/27/2021,Bihar,36740585,,
7/28/2021,Bihar,36894903,,
7/29/2021,Bihar,37038561,,
7/30/2021,Bihar,37190730,,
7/31/2021,Bihar,37351795,,
8/1/2021,Bihar,37498366,,
8/2/2021,Bihar,37609955,,
8/3/2021,Bihar,37745573,,
8/4/2021,Bihar,37923074,,
8/5/2021,Bihar,38091633,,
8/6/2021,Bihar,38228661,,
8/7/2021,Bihar,38385764,,
8/8/2021,Bihar,38529615,,
8/9/2021,Bihar,38664314,,
8/10/2021,Bihar,38820518,,
4/2/2020,Chandigarh,124,98,18
4/8/2020,Chandigarh,184,162,18
4/10/2020,Chandigarh,223,199,19
4/11/2020,Chandigarh,264,223,19
4/12/2020,Chandigarh,279,247,21
4/13/2020,Chandigarh,296,263,21
4/14/2020,Chandigarh,309,285,21
4/15/2020,Chandigarh,317,293,21
4/16/2020,Chandigarh,337,315,21
4/17/2020,Chandigarh,358,335,21
4/18/2020,Chandigarh,381,348,23
4/19/2020,Chandigarh,430,388,26
4/20/2020,Chandigarh,453,417,26
4/21/2020,Chandigarh,497,445,27
4/22/2020,Chandigarh,529,492,27
4/23/2020,Chandigarh,599,557,27
4/24/2020,Chandigarh,638,603,27
4/25/2020,Chandigarh,734,668,28
4/26/2020,Chandigarh,756,677,30
4/27/2020,Chandigarh,843,777,40
4/28/2020,Chandigarh,924,857,56
4/29/2020,Chandigarh,1012,922,67
4/30/2020,Chandigarh,1147,1022,74
5/1/2020,Chandigarh,1252,1131,88
5/2/2020,Chandigarh,1462,1339,94
5/3/2020,Chandigarh,1616,1491,97
5/4/2020,Chandigarh,1678,1545,102
5/5/2020,Chandigarh,1713,1576,115
5/6/2020,Chandigarh,1785,1641,120
5/7/2020,Chandigarh,1845,1698,129
5/8/2020,Chandigarh,1913,1748,146
5/9/2020,Chandigarh,2055,1871,169
5/10/2020,Chandigarh,2142,1947,173
5/11/2020,Chandigarh,2177,1978,173
5/12/2020,Chandigarh,2276,2069,187
5/13/2020,Chandigarh,2420,2206,189
5/14/2020,Chandigarh,2505,2299,191
5/15/2020,Chandigarh,2586,2383,191
5/16/2020,Chandigarh,2718,2513,191
5/17/2020,Chandigarh,2812,2604,191
5/18/2020,Chandigarh,2892,2663,196
5/19/2020,Chandigarh,3031,2783,199
5/21/2020,Chandigarh,3369,3125,216
5/22/2020,Chandigarh,3531,3234,219
5/23/2020,Chandigarh,3749,3390,225
5/24/2020,Chandigarh,3904,3514,238
5/25/2020,Chandigarh,4089,3695,266
5/26/2020,Chandigarh,4207,3828,278
5/27/2020,Chandigarh,4332,3991,279
5/28/2020,Chandigarh,4467,4138,289
5/29/2020,Chandigarh,4543,4222,289
5/30/2020,Chandigarh,4654,4342,289
5/31/2020,Chandigarh,4785,4478,293
6/1/2020,Chandigarh,4816,4495,294
6/2/2020,Chandigarh,4902,4573,301
6/3/2020,Chandigarh,4977,4658,301
6/4/2020,Chandigarh,5059,4735,302
6/5/2020,Chandigarh,5121,4793,309
6/6/2020,Chandigarh,5237,4906,309
6/7/2020,Chandigarh,5312,4977,314
6/8/2020,Chandigarh,5385,5040,318
6/10/2020,Chandigarh,5532,5182,328
6/11/2020,Chandigarh,5636,5267,332
6/12/2020,Chandigarh,5708,5342,334
6/13/2020,Chandigarh,5839,5459,345
6/14/2020,Chandigarh,5937,5563,350
6/15/2020,Chandigarh,6027,5643,357
6/16/2020,Chandigarh,6115,5727,358
6/17/2020,Chandigarh,6233,5830,368
6/18/2020,Chandigarh,6315,5912,373
6/19/2020,Chandigarh,6438,6032,375
6/20/2020,Chandigarh,6578,6162,390
6/21/2020,Chandigarh,6677,6243,404
6/22/2020,Chandigarh,6745,6301,410
6/23/2020,Chandigarh,6840,6390,415
6/24/2020,Chandigarh,6981,6528,420
6/25/2020,Chandigarh,7072,6618,423
6/26/2020,Chandigarh,7201,6746,424
6/27/2020,Chandigarh,7342,6883,427
6/28/2020,Chandigarh,7455,6992,429
6/29/2020,Chandigarh,7548,7083,434
6/30/2020,Chandigarh,7689,7219,440
7/1/2020,Chandigarh,7792,7317,446
7/2/2020,Chandigarh,7938,7457,450
7/3/2020,Chandigarh,8074,7591,454
7/4/2020,Chandigarh,8209,7717,459
7/5/2020,Chandigarh,8419,7922,466
7/6/2020,Chandigarh,8528,8007,487
7/7/2020,Chandigarh,8669,8137,492
7/8/2020,Chandigarh,8833,8267,507
7/9/2020,Chandigarh,9096,8518,523
7/10/2020,Chandigarh,9253,8672,536
7/11/2020,Chandigarh,9405,8803,549
7/12/2020,Chandigarh,9571,8966,559
7/13/2020,Chandigarh,9722,9094,588
7/14/2020,Chandigarh,9834,9192,600
7/15/2020,Chandigarh,10050,9385,619
7/16/2020,Chandigarh,10244,9560,635
7/17/2020,Chandigarh,10457,9744,660
7/18/2020,Chandigarh,10773,10024,691
7/19/2020,Chandigarh,10959,10180,717
7/20/2020,Chandigarh,11075,10277,739
7/21/2020,Chandigarh,11271,10468,751
7/22/2020,Chandigarh,11547,10719,780
7/23/2020,Chandigarh,11780,10930,800
7/24/2020,Chandigarh,12030,11159,823
7/25/2020,Chandigarh,12358,11450,852
7/26/2020,Chandigarh,12608,11665,887
7/27/2020,Chandigarh,12786,11816,910
7/28/2020,Chandigarh,13069,12076,934
7/29/2020,Chandigarh,13327,12284,978
7/30/2020,Chandigarh,13683,12601,1016
7/31/2020,Chandigarh,13959,12838,1051
8/1/2020,Chandigarh,14239,13090,1079
8/2/2020,Chandigarh,14493,13304,1117
8/3/2020,Chandigarh,14778,13541,1159
8/4/2020,Chandigarh,15116,13833,1206
8/5/2020,Chandigarh,15611,14264,1270
8/6/2020,Chandigarh,16034,14623,1327
8/7/2020,Chandigarh,16596,15138,1374
8/8/2020,Chandigarh,17067,15560,1426
8/9/2020,Chandigarh,17510,15910,1515
8/10/2020,Chandigarh,17928,16246,1595
8/11/2020,Chandigarh,18625,16865,
8/12/2020,Chandigarh,19141,17302,
8/13/2020,Chandigarh,19593,17662,1842
8/14/2020,Chandigarh,20060,18042,1928
8/15/2020,Chandigarh,20520,18419,2009
8/16/2020,Chandigarh,21060,18864,
8/17/2020,Chandigarh,21563,19244,
8/18/2020,Chandigarh,22198,19787,2305
8/19/2020,Chandigarh,22730,20210,
8/20/2020,Chandigarh,23374,20735,
8/21/2020,Chandigarh,24064,21280,
8/22/2020,Chandigarh,24693,21764,
8/23/2020,Chandigarh,25203,22086,
8/24/2020,Chandigarh,25645,22411,
8/25/2020,Chandigarh,26348,22934,
