Date,State,TotalSamples,Negative,Positive
3/11/2021,Tamil Nadu,18086877,,
3/12/2021,Tamil Nadu,18151986,,
3/13/2021,Tamil Nadu,18217281,,
3/14/2021,Tamil Nadu,18284550,,
3/15/2021,Tamil Nadu,18349379,,
3/16/2021,Tamil Nadu,18413572,,
3/17/2021,Tamil Nadu,18485460,,
3/18/2021,Tamil Nadu,18557485,,
3/19/2021,Tamil Nadu,18630686,,
3/20/2021,Tamil Nadu,18705851,,
3/21/2021,Tamil Nadu,18781109,,
3/22/2021,Tamil Nadu,18854356,,
3/23/2021,Tamil Nadu,18930484,,
3/24/2021,Tamil Nadu,19011118,,
3/25/2021,Tamil Nadu,19092221,,
3/26/2021,Tamil Nadu,19177274,,
3/27/2021,Tamil Nadu,19262447,,
3/28/2021,Tamil Nadu,19347797,,
3/29/2021,Tamil Nadu,19428501,,
3/30/2021,Tamil Nadu,19511655,,
3/31/2021,Tamil Nadu,19595368,,
4/1/2021,Tamil Nadu,19681244,,
4/2/2021,Tamil Nadu,19767310,,
4/3/2021,Tamil Nadu,19849388,,
4/4/2021,Tamil Nadu,19932179,,
4/5/2021,Tamil Nadu,20012235,,
4/6/2021,Tamil Nadu,20093091,,
4/7/2021,Tamil Nadu,20173626,,
4/8/2021,Tamil Nadu,20258907,,
4/9/2021,Tamil Nadu,20347042,,
4/10/2021,Tamil Nadu,20431588,,
4/11/2021,Tamil Nadu,20520126,,
4/12/2021,Tamil Nadu,20603108,,
4/13/2021,Tamil Nadu,20686440,,
4/14/2021,Tamil Nadu,20784108,,
4/15/2021,Tamil Nadu,20879495,,
4/16/2021,Tamil Nadu,20976696,,
4/17/2021,Tamil Nadu,21077500,,
4/18/2021,Tamil Nadu,21187630,,
4/19/2021,Tamil Nadu,21299220,,
4/20/2021,Tamil Nadu,21400549,,
4/21/2021,Tamil Nadu,21513210,,
4/22/2021,Tamil Nadu,21628863,,
4/23/2021,Tamil Nadu,21754456,,
